customer_id,age,annual_income,spending_score,purchase_freq,avg_order_value,tenure_months,returns_rate,gender,region,clv_proxy,loyalty_index,net_spend_score,cluster,segment_name,explanation,churn_risk_score,churn_risk_band,recommended_actions
610,52,66131.94594446075,1.0,50,204.4328851149986,24,0.27,F,North,10221.64425574993,0.2,0.73,0,Potential Loyalists,"Assigned due to: high lifetime value, low spending level, low net spend.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
611,65,89005.54758963098,84.0,38,118.60183699060666,28,0.35,M,East,4506.869805643053,0.23333333333333334,54.6,0,Potential Loyalists,"Assigned due to: high return rate, high spending level, high income.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
612,53,54017.58058001453,44.0,45,175.43582058587052,62,0.17,F,South,7894.611926364173,0.5166666666666667,36.519999999999996,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high lifetime value.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
613,35,42054.41534870694,87.0,51,250.5255281381585,107,0.17,M,South,12776.801935046084,0.8916666666666667,72.21,0,Potential Loyalists,"Assigned due to: high lifetime value, frequent purchase frequency, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
614,66,47890.97639319112,96.0,34,134.0009213261952,17,0.31,F,East,4556.0313250906365,0.14166666666666666,66.24,0,Potential Loyalists,"Assigned due to: high spending level, weak loyalty, high net spend.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
615,56,86326.43582538448,75.0,44,125.2908031651754,101,0.23,M,North,5512.795339267718,0.8416666666666667,57.75,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, strong loyalty, high income.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
616,49,110832.63246508662,39.0,15,10.0,20,0.03,F,West,150.0,0.16666666666666666,37.83,0,Potential Loyalists,"Assigned due to: high income, small order size, low return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
617,41,27156.054657849178,54.0,14,127.6742131725752,3,0.36,F,West,1787.4389844160528,0.025,34.56,0,Potential Loyalists,"Assigned due to: weak loyalty, low income, high return rate.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
618,40,32617.459623253573,88.0,6,10.829836905238269,37,0.01,M,North,64.97902143142962,0.30833333333333335,87.12,0,Potential Loyalists,"Assigned due to: high net spend, small order size, low return rate.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
619,49,55780.08033244637,75.0,50,140.85322567734343,90,0.3,M,West,7042.661283867172,0.75,52.5,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high lifetime value, strong loyalty.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
620,54,62773.90240170109,29.0,37,229.05081145941975,15,0.3,F,South,8474.88002399853,0.125,20.299999999999997,0,Potential Loyalists,"Assigned due to: high lifetime value, weak loyalty, large order size.",0.85,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
621,29,79674.23913887488,54.0,50,10.0,51,0.38,F,South,500.0,0.425,33.48,0,Potential Loyalists,"Assigned due to: small order size, frequent purchase frequency, high return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
622,66,37721.674784962845,90.0,32,248.7367059696632,48,0.02,M,South,7959.574591029223,0.4,88.2,0,Potential Loyalists,"Assigned due to: high net spend, low return rate, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
623,30,33422.27408376339,16.0,3,123.58214986750411,8,0.24,F,South,370.74644960251237,0.06666666666666667,12.16,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, weak loyalty, low spending level.",0.75,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
624,40,63452.17882834074,99.0,3,147.82681062987157,13,0.17,F,North,443.4804318896147,0.10833333333333334,82.17,0,Potential Loyalists,"Assigned due to: high net spend, high spending level, infrequent purchase frequency.",0.4,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
625,42,53539.98199482079,20.0,22,109.80641758891666,48,0.13,M,West,2415.7411869561665,0.4,17.4,0,Potential Loyalists,"Assigned due to: low spending level, low net spend, low return rate.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
626,52,83168.02494428812,46.0,22,12.941049396107246,3,0.04,M,West,284.7030867143594,0.025,44.16,0,Potential Loyalists,"Assigned due to: small order size, weak loyalty, low return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
627,58,72183.9950797596,67.0,10,87.36086605630078,65,0.23,M,East,873.6086605630078,0.5416666666666666,51.59,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, small order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
628,47,73884.48369083047,65.0,51,317.79280547595874,73,0.19,F,North,16207.433079273897,0.6083333333333333,52.650000000000006,0,Potential Loyalists,"Assigned due to: high lifetime value, large order size, frequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
629,34,57387.966340578336,58.0,3,62.31636029972387,31,0.04,F,West,186.9490808991716,0.25833333333333336,55.68,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low return rate, low lifetime value.",0.15,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
630,66,118889.50646420514,53.0,12,22.916611061955976,105,0.24,F,West,274.9993327434717,0.875,40.28,0,Potential Loyalists,"Assigned due to: high income, small order size, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
631,37,39056.300460156,1.0,29,161.30328219256822,118,0.3,M,East,4677.795183584479,0.9833333333333333,0.7,0,Potential Loyalists,"Assigned due to: low spending level, strong loyalty, low net spend.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
632,65,75270.24584386937,81.0,48,143.13787878621469,26,0.31,F,South,6870.618181738305,0.21666666666666667,55.88999999999999,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high spending level, weak loyalty.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
633,42,28257.75032317232,66.0,17,124.13361673634816,81,0.36,M,West,2110.271484517919,0.675,42.24,0,Potential Loyalists,"Assigned due to: high return rate, low income, infrequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
634,39,33163.30805651369,29.0,7,151.1558354681805,56,0.16,M,South,1058.0908482772634,0.4666666666666667,24.36,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low income, low lifetime value.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
635,30,44816.36003086362,84.0,13,201.5362088556925,34,0.38,F,East,2619.9707151240027,0.2833333333333333,52.08,0,Potential Loyalists,"Assigned due to: high return rate, high spending level, infrequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
636,36,100733.08341545064,70.0,2,103.02691201717488,9,0.35,M,West,206.05382403434976,0.075,45.5,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, high income, weak loyalty.",0.65,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
637,66,66597.36076135047,8.0,4,165.55281666260933,62,0.12,F,South,662.2112666504373,0.5166666666666667,7.04,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low spending level, low net spend.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
638,53,45238.04828639062,29.0,10,231.9099729704003,120,0.06,M,North,2319.099729704003,1.0,27.259999999999998,0,Potential Loyalists,"Assigned due to: strong loyalty, low return rate, infrequent purchase frequency.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
639,29,69360.90814886433,51.0,39,70.3769066596164,115,0.17,M,South,2744.6993597250394,0.9583333333333334,42.33,0,Potential Loyalists,"Assigned due to: strong loyalty, small order size, frequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
640,58,60878.69703561271,33.0,24,10.0,13,0.16,M,South,240.0,0.10833333333333334,27.72,0,Potential Loyalists,"Assigned due to: small order size, weak loyalty, low lifetime value.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
641,36,47700.665771522006,3.0,17,203.66467936767327,69,0.23,F,South,3462.2995492504456,0.575,2.31,0,Potential Loyalists,"Assigned due to: low spending level, low net spend, large order size.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
642,29,25084.278605294312,60.0,6,350.23700604823784,41,0.23,M,South,2101.422036289427,0.3416666666666667,46.2,0,Potential Loyalists,"Assigned due to: large order size, low income, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
643,26,95963.56211280724,35.0,19,149.41162770809476,77,0.3,F,North,2838.8209264538004,0.6416666666666667,24.5,0,Potential Loyalists,"Assigned due to: high income, high return rate, low net spend.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
644,24,65245.45321775105,69.0,5,166.1545760852765,1,0.2,M,East,830.7728804263825,0.008333333333333333,55.2,0,Potential Loyalists,"Assigned due to: weak loyalty, infrequent purchase frequency, low lifetime value.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
645,45,114343.45933670596,91.0,32,126.33532535248077,89,0.04,M,South,4042.7304112793845,0.7416666666666667,87.36,0,Potential Loyalists,"Assigned due to: high income, high net spend, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
646,31,83508.04051352199,76.0,10,277.04486732082074,47,0.34,M,South,2770.4486732082073,0.39166666666666666,50.16,0,Potential Loyalists,"Assigned due to: large order size, high return rate, infrequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
647,48,73782.99311902605,84.0,9,143.77944536441066,4,0.12,F,West,1294.0150082796958,0.03333333333333333,73.92,0,Potential Loyalists,"Assigned due to: weak loyalty, high net spend, high spending level.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
648,69,49119.89178457583,20.0,27,135.07486719880518,100,0.39,F,West,3647.02141436774,0.8333333333333334,12.2,0,Potential Loyalists,"Assigned due to: high return rate, low net spend, strong loyalty.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
649,36,32616.36090357708,73.0,13,222.86910514153624,63,0.05,F,North,2897.298366839971,0.525,69.35,0,Potential Loyalists,"Assigned due to: low return rate, high net spend, low income.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
650,64,54556.72538778882,39.0,19,111.25816302425426,52,0.38,F,North,2113.905097460831,0.43333333333333335,24.18,0,Potential Loyalists,"Assigned due to: high return rate, low net spend, low lifetime value.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
651,33,31892.68514485423,4.0,21,47.224503913931656,10,0.04,F,North,991.7145821925648,0.08333333333333333,3.84,0,Potential Loyalists,"Assigned due to: low spending level, low net spend, weak loyalty.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
652,22,76254.75951826887,19.0,24,220.58403036365556,28,0.09,M,West,5294.016728727734,0.23333333333333334,17.29,0,Potential Loyalists,"Assigned due to: low spending level, low return rate, low net spend.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
653,52,100816.31244242826,91.0,38,102.67622338622834,6,0.02,M,South,3901.6964886766773,0.05,89.17999999999999,0,Potential Loyalists,"Assigned due to: high net spend, high income, low return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
654,29,53477.19334707175,45.0,4,71.96319778591896,27,0.28,F,West,287.85279114367586,0.225,32.4,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, small order size.",0.4,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
655,42,83612.27430977992,43.0,24,318.0038526858549,120,0.34,F,East,7632.0924644605175,1.0,28.379999999999995,0,Potential Loyalists,"Assigned due to: large order size, strong loyalty, high return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
656,69,42769.27324457858,13.0,35,135.71225574218303,12,0.17,F,North,4749.928950976406,0.1,10.79,0,Potential Loyalists,"Assigned due to: weak loyalty, low spending level, low net spend.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
657,38,52438.32904481622,13.0,3,189.53808658378665,62,0.37,F,North,568.6142597513599,0.5166666666666667,8.19,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, high return rate, low net spend.",0.75,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
658,53,39625.900385863926,60.0,4,152.3622592806221,52,0.24,M,North,609.4490371224884,0.43333333333333335,45.6,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, low income.",0.15,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
659,40,15000.0,57.0,37,79.09444077037372,48,0.25,F,East,2926.4943085038276,0.4,42.75,0,Potential Loyalists,"Assigned due to: low income, small order size, frequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
660,33,59086.66625203474,86.0,40,205.1546896017538,67,0.34,F,South,8206.187584070152,0.5583333333333333,56.75999999999999,0,Potential Loyalists,"Assigned due to: high lifetime value, high spending level, high return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
661,56,63211.293439943816,92.0,48,175.16631870293796,46,0.12,F,South,8407.983297741022,0.38333333333333336,80.96,0,Potential Loyalists,"Assigned due to: high net spend, frequent purchase frequency, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
662,62,86646.52496904094,52.0,35,97.2496134688054,97,0.14,F,South,3403.736471408189,0.8083333333333333,44.72,0,Potential Loyalists,"Assigned due to: strong loyalty, high income, small order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
663,59,79885.95631673219,53.0,31,184.65522702850708,74,0.36,M,North,5724.312037883719,0.6166666666666667,33.92,2,Champions,"Assigned due to: high return rate, high income, high lifetime value.",0.25,Low,Invite to VIP loyalty programme | Early access to new product launches | Premium bundle cross-sells | Referral rewards - highest conversion probability
664,56,80223.82247597488,86.0,44,108.85519246959984,95,0.36,M,South,4789.628468662393,0.7916666666666666,55.04,0,Potential Loyalists,"Assigned due to: high return rate, high spending level, frequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
665,31,35649.09442205308,43.0,25,61.6403711913176,15,0.39,F,West,1541.00927978294,0.125,26.23,0,Potential Loyalists,"Assigned due to: high return rate, weak loyalty, small order size.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
666,48,71487.4326517673,83.0,40,53.54661965183014,71,0.36,M,North,2141.864786073206,0.5916666666666667,53.120000000000005,0,Potential Loyalists,"Assigned due to: high return rate, small order size, high spending level.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
667,22,99564.8491370398,72.0,13,171.6046896770383,36,0.05,M,East,2230.860965801498,0.3,68.39999999999999,0,Potential Loyalists,"Assigned due to: high income, low return rate, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
668,52,69496.69626772703,72.0,4,119.38152560572443,14,0.33,F,East,477.52610242289774,0.11666666666666667,48.239999999999995,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, weak loyalty, high return rate.",0.65,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
669,40,105714.84032662494,42.0,46,270.1363215235169,120,0.16,F,South,12426.270790081779,1.0,35.28,0,Potential Loyalists,"Assigned due to: high lifetime value, high income, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
670,46,110474.15277799658,90.0,14,146.56335093296346,112,0.4,M,North,2051.8869130614885,0.9333333333333333,54.0,0,Potential Loyalists,"Assigned due to: high income, high return rate, strong loyalty.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
671,60,53288.29324270887,26.0,13,87.18373652371343,78,0.19,M,West,1133.3885748082746,0.65,21.060000000000002,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, low spending level.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
672,28,42576.50637298571,23.0,27,162.62541109151294,3,0.22,M,West,4390.886099470849,0.025,17.94,0,Potential Loyalists,"Assigned due to: weak loyalty, low spending level, low net spend.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
673,35,40963.44586452625,43.0,6,46.45861427403149,113,0.21,M,North,278.7516856441889,0.9416666666666667,33.97,0,Potential Loyalists,"Assigned due to: strong loyalty, small order size, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
674,64,22096.604497419503,77.0,17,143.2695007580238,117,0.13,M,South,2435.5815128864047,0.975,66.99,0,Potential Loyalists,"Assigned due to: strong loyalty, low income, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
675,29,47039.927514611954,28.0,36,175.53334211826206,110,0.03,F,East,6319.200316257434,0.9166666666666666,27.16,0,Potential Loyalists,"Assigned due to: low return rate, strong loyalty, low spending level.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
676,26,90191.63624390616,9.0,40,165.65378461082443,114,0.36,M,East,6626.1513844329775,0.95,5.76,0,Potential Loyalists,"Assigned due to: strong loyalty, low net spend, low spending level.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
677,27,15000.0,20.0,49,254.22399444158063,67,0.32,M,West,12456.975727637451,0.5583333333333333,13.599999999999998,0,Potential Loyalists,"Assigned due to: high lifetime value, low income, frequent purchase frequency.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
678,61,34063.66498215634,56.0,35,357.80137006755604,86,0.06,M,West,12523.04795236446,0.7166666666666667,52.64,0,Potential Loyalists,"Assigned due to: high lifetime value, large order size, low return rate.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
679,34,56821.71395870006,83.0,17,203.7117897073028,19,0.31,M,West,3463.1004250241476,0.15833333333333333,57.269999999999996,0,Potential Loyalists,"Assigned due to: weak loyalty, high spending level, high return rate.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
680,55,38070.369984457495,39.0,41,244.3037062228416,99,0.25,M,East,10016.451955136507,0.825,29.25,0,Potential Loyalists,"Assigned due to: high lifetime value, large order size, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
681,24,46817.85139399449,51.0,2,353.4770127725792,76,0.16,M,West,706.9540255451584,0.6333333333333333,42.839999999999996,0,Potential Loyalists,"Assigned due to: large order size, infrequent purchase frequency, low lifetime value.",0.15,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
682,63,47191.75813944241,12.0,13,69.50193217468194,54,0.1,M,East,903.5251182708653,0.45,10.8,3,At-Risk,"Assigned due to: low spending level, low net spend, small order size.",0.35,Medium,Win-back campaign: 20% off next purchase | Personalised re-engagement email based on last category | Customer satisfaction survey + service recovery offer
683,30,53561.49449845628,79.0,2,160.45019270200066,69,0.34,M,East,320.9003854040013,0.575,52.13999999999999,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, high return rate, low lifetime value.",0.4,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
684,57,41763.63259725653,95.0,28,111.76027743306732,10,0.28,F,South,3129.2877681258847,0.08333333333333333,68.39999999999999,0,Potential Loyalists,"Assigned due to: high spending level, weak loyalty, high net spend.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
685,59,39719.6696536113,55.0,43,217.41261682088577,105,0.22,F,South,9348.742523298088,0.875,42.9,0,Potential Loyalists,"Assigned due to: high lifetime value, strong loyalty, frequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
686,26,83357.74364803078,78.0,26,171.72951355812967,33,0.24,M,South,4464.967352511371,0.275,59.28,0,Potential Loyalists,"Assigned due to: high spending level, high income, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
687,67,86241.35444650863,11.0,22,84.52541440768529,13,0.04,F,West,1859.5591169690763,0.10833333333333334,10.559999999999999,0,Potential Loyalists,"Assigned due to: low return rate, low spending level, weak loyalty.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
688,44,25486.416368814767,26.0,47,150.87582530776356,99,0.19,F,East,7091.1637894648875,0.825,21.060000000000002,0,Potential Loyalists,"Assigned due to: low income, frequent purchase frequency, strong loyalty.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
689,19,15000.0,42.0,43,233.7538191724708,51,0.08,F,West,10051.414224416245,0.425,38.64,0,Potential Loyalists,"Assigned due to: high lifetime value, low income, frequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
690,22,86584.37123927327,27.0,3,45.7020295179947,32,0.08,F,East,137.1060885539841,0.26666666666666666,24.84,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, small order size, low lifetime value.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
691,46,29279.98953619656,11.0,35,86.21243554888167,75,0.26,F,South,3017.4352442108584,0.625,8.14,0,Potential Loyalists,"Assigned due to: low spending level, low net spend, low income.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
692,54,65318.62096149349,38.0,12,74.2179931966553,112,0.36,F,South,890.6159183598636,0.9333333333333333,24.32,0,Potential Loyalists,"Assigned due to: strong loyalty, high return rate, small order size.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
693,55,20858.20317429457,98.0,24,176.11172443895282,102,0.16,M,West,4226.681386534868,0.85,82.32,0,Potential Loyalists,"Assigned due to: high net spend, high spending level, low income.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
694,36,92443.8746314918,43.0,5,249.2412863691968,24,0.08,M,East,1246.206431845984,0.2,39.56,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, large order size, high income.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
695,25,123591.6973825382,19.0,20,10.0,35,0.26,F,West,200.0,0.2916666666666667,14.06,0,Potential Loyalists,"Assigned due to: high income, small order size, low lifetime value.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
696,65,64570.17273013342,64.0,39,157.55188507828666,83,0.35,M,North,6144.52351805318,0.6916666666666667,41.6,0,Potential Loyalists,"Assigned due to: high return rate, frequent purchase frequency, high lifetime value.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
697,62,57647.43378851208,6.0,39,76.06234261798525,70,0.3,F,West,2966.431362101425,0.5833333333333334,4.199999999999999,0,Potential Loyalists,"Assigned due to: low spending level, low net spend, small order size.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
698,18,51946.5106202484,46.0,13,230.4322219863988,40,0.35,M,South,2995.6188858231844,0.3333333333333333,29.900000000000002,0,Potential Loyalists,"Assigned due to: high return rate, large order size, infrequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
699,39,79544.9827828228,42.0,41,131.0425379542997,54,0.21,M,East,5372.744056126287,0.45,33.18,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high income.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
700,69,74192.16877336464,92.0,45,160.45391512619182,109,0.3,M,East,7220.426180678632,0.9083333333333333,64.39999999999999,0,Potential Loyalists,"Assigned due to: high spending level, strong loyalty, frequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
701,34,85087.46133882162,65.0,12,149.8930403838352,44,0.06,F,West,1798.7164846060223,0.36666666666666664,61.099999999999994,0,Potential Loyalists,"Assigned due to: low return rate, infrequent purchase frequency, high income.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
702,24,44302.08693504793,99.0,13,239.9375042551876,62,0.14,M,South,3119.1875553174386,0.5166666666666667,85.14,0,Potential Loyalists,"Assigned due to: high net spend, high spending level, large order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
703,42,68502.94266011612,72.0,10,313.8905224638226,106,0.16,M,North,3138.905224638226,0.8833333333333333,60.48,0,Potential Loyalists,"Assigned due to: large order size, strong loyalty, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
