customer_id,segment_name,explanation
1197,Potential Loyalists,"Assigned due to: low spending level, low net spend, weak loyalty."
267,Potential Loyalists,"Assigned due to: high income, weak loyalty."
1544,Potential Loyalists,"Assigned due to: low return rate, small order size."
1804,Potential Loyalists,"Assigned due to: strong loyalty, low income, infrequent purchase frequency."
68,Potential Loyalists,"Assigned due to: high income, high spending level, high net spend."
1738,Potential Loyalists,"Assigned due to: strong loyalty, low net spend, low spending level."
1593,Potential Loyalists,"Assigned due to: high spending level, high net spend, weak loyalty."
1564,Potential Loyalists,"Assigned due to: strong loyalty, low return rate, frequent purchase frequency."
481,Potential Loyalists,"Assigned due to: small order size, weak loyalty, frequent purchase frequency."
1757,Potential Loyalists,"Assigned due to: weak loyalty, small order size, low net spend."
1913,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, high spending level."
1441,Potential Loyalists,"Assigned due to: high net spend, high income, high spending level."
1461,Potential Loyalists,"Assigned due to: high return rate, high spending level."
888,Potential Loyalists,"Assigned due to: low return rate, weak loyalty, high net spend."
423,Potential Loyalists,"Assigned due to: high net spend, high spending level, low return rate."
1675,Potential Loyalists,"Assigned due to: high lifetime value, large order size, weak loyalty."
1450,Potential Loyalists,"Assigned due to: small order size, strong loyalty, infrequent purchase frequency."
765,Potential Loyalists,"Assigned due to: frequent purchase frequency, high return rate, high spending level."
520,Potential Loyalists,"Assigned due to: low return rate, large order size, low spending level."
1432,Potential Loyalists,"Assigned due to: infrequent purchase frequency, high income, high return rate."
614,Potential Loyalists,"Assigned due to: high spending level, weak loyalty, high net spend."
1531,Potential Loyalists,"Assigned due to: high net spend, low return rate, high spending level."
1783,Potential Loyalists,"Assigned due to: high net spend, infrequent purchase frequency, high spending level."
1659,Potential Loyalists,"Assigned due to: high net spend, low income, high spending level."
454,Potential Loyalists,"Assigned due to: low spending level, low net spend, strong loyalty."
731,Potential Loyalists,"Assigned due to: small order size, low spending level, strong loyalty."
535,Potential Loyalists,"Assigned due to: high lifetime value, frequent purchase frequency, low spending level."
966,Potential Loyalists,"Assigned due to: large order size, weak loyalty, high lifetime value."
1285,Potential Loyalists,"Assigned due to: small order size, low income, high return rate."
1740,Potential Loyalists,"Assigned due to: strong loyalty, high spending level, high net spend."
262,Potential Loyalists,"Assigned due to: low spending level, low net spend, low return rate."
536,Potential Loyalists,"Assigned due to: small order size, frequent purchase frequency, weak loyalty."
969,Potential Loyalists,"Assigned due to: low income, low spending level, low net spend."
241,Potential Loyalists,"Assigned due to: large order size, high net spend, infrequent purchase frequency."
820,Potential Loyalists,"Assigned due to: large order size, low income, high spending level."
693,Potential Loyalists,"Assigned due to: high net spend, high spending level, low income."
421,Potential Loyalists,"Assigned due to: high lifetime value, large order size, low income."
1086,Potential Loyalists,"Assigned due to: weak loyalty, low income, high return rate."
1999,Potential Loyalists,"Assigned due to: low spending level, low net spend, high return rate."
366,Potential Loyalists,"Assigned due to: low income, infrequent purchase frequency, low lifetime value."
1023,Potential Loyalists,"Assigned due to: high income, high net spend, high spending level."
1241,Potential Loyalists,"Assigned due to: weak loyalty, high income, infrequent purchase frequency."
589,Potential Loyalists,"Assigned due to: low return rate, high income, frequent purchase frequency."
737,Potential Loyalists,"Assigned due to: small order size, high return rate, frequent purchase frequency."
1762,Potential Loyalists,"Assigned due to: high return rate, infrequent purchase frequency, low income."
942,Potential Loyalists,"Assigned due to: high income, high spending level, high return rate."
72,Potential Loyalists,"Assigned due to: high lifetime value, large order size, low income."
1408,Potential Loyalists,"Assigned due to: high income, high spending level, infrequent purchase frequency."
260,Potential Loyalists,"Assigned due to: large order size, low spending level, low net spend."
52,Potential Loyalists,"Assigned due to: weak loyalty, high income, high spending level."
199,Potential Loyalists,"Assigned due to: strong loyalty, high net spend, infrequent purchase frequency."
1789,Potential Loyalists,"Assigned due to: frequent purchase frequency, low return rate, small order size."
651,Potential Loyalists,"Assigned due to: low spending level, low net spend, weak loyalty."
333,Potential Loyalists,"Assigned due to: low income, infrequent purchase frequency, low spending level."
1360,Potential Loyalists,"Assigned due to: high net spend, high spending level, low return rate."
594,Potential Loyalists,"Assigned due to: low income, low spending level, low net spend."
1392,Potential Loyalists,"Assigned due to: high net spend, low return rate, infrequent purchase frequency."
1801,Potential Loyalists,"Assigned due to: high spending level, small order size, strong loyalty."
1315,Potential Loyalists,"Assigned due to: weak loyalty, low net spend, low spending level."
1112,Potential Loyalists,"Assigned due to: high lifetime value, high net spend, high spending level."
1007,Potential Loyalists,"Assigned due to: small order size, weak loyalty, low lifetime value."
1327,Potential Loyalists,"Assigned due to: low income, strong loyalty, low spending level."
427,Potential Loyalists,"Assigned due to: low spending level, low net spend, frequent purchase frequency."
1559,Potential Loyalists,"Assigned due to: high net spend, low return rate, high income."
1294,Potential Loyalists,"Assigned due to: high return rate, high spending level, small order size."
591,Potential Loyalists,"Assigned due to: high spending level, high lifetime value, frequent purchase frequency."
1958,Potential Loyalists,"Assigned due to: small order size, low lifetime value, infrequent purchase frequency."
1977,Potential Loyalists,"Assigned due to: strong loyalty, infrequent purchase frequency, high income."
1133,Potential Loyalists,Assigned due to: small order size.
986,Potential Loyalists,"Assigned due to: large order size, low return rate, weak loyalty."
399,Potential Loyalists,"Assigned due to: high lifetime value, frequent purchase frequency, high return rate."
1512,Potential Loyalists,"Assigned due to: small order size, strong loyalty, low income."
437,Potential Loyalists,"Assigned due to: high spending level, high net spend, strong loyalty."
193,Potential Loyalists,"Assigned due to: low spending level, low net spend, high lifetime value."
1436,Potential Loyalists,"Assigned due to: high net spend, small order size, high spending level."
615,Potential Loyalists,"Assigned due to: frequent purchase frequency, strong loyalty, high income."
1494,Potential Loyalists,"Assigned due to: large order size, high lifetime value, high income."
577,Potential Loyalists,"Assigned due to: low spending level, low net spend, small order size."
987,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low income, high net spend."
1433,Potential Loyalists,"Assigned due to: low spending level, low net spend, small order size."
707,Potential Loyalists,"Assigned due to: low spending level, low net spend, low return rate."
1259,Potential Loyalists,"Assigned due to: high lifetime value, low spending level, low net spend."
142,Potential Loyalists,"Assigned due to: strong loyalty, high net spend, high spending level."
1358,Potential Loyalists,"Assigned due to: high income, strong loyalty, small order size."
3,Potential Loyalists,"Assigned due to: high net spend, high spending level, weak loyalty."
1222,Potential Loyalists,"Assigned due to: low spending level, low net spend, frequent purchase frequency."
1870,Potential Loyalists,"Assigned due to: low income, infrequent purchase frequency, low lifetime value."
1623,Potential Loyalists,"Assigned due to: strong loyalty, infrequent purchase frequency, low lifetime value."
340,Potential Loyalists,"Assigned due to: strong loyalty, low return rate, low spending level."
1770,Potential Loyalists,"Assigned due to: weak loyalty, high income, low return rate."
1537,Potential Loyalists,"Assigned due to: low return rate, weak loyalty, high income."
484,Potential Loyalists,"Assigned due to: weak loyalty, high income, high return rate."
266,Potential Loyalists,"Assigned due to: weak loyalty, high net spend, high spending level."
377,Potential Loyalists,"Assigned due to: low spending level, low net spend, low income."
742,Potential Loyalists,"Assigned due to: high lifetime value, weak loyalty, frequent purchase frequency."
1014,Potential Loyalists,"Assigned due to: high net spend, low income, strong loyalty."
440,Potential Loyalists,"Assigned due to: infrequent purchase frequency, high spending level, strong loyalty."
272,Potential Loyalists,"Assigned due to: high net spend, high spending level, weak loyalty."
185,Potential Loyalists,"Assigned due to: large order size, high lifetime value, low spending level."
940,Potential Loyalists,"Assigned due to: low spending level, low net spend, strong loyalty."
245,Potential Loyalists,"Assigned due to: high net spend, high lifetime value, high spending level."
932,Potential Loyalists,"Assigned due to: weak loyalty, high net spend, high spending level."
446,Potential Loyalists,"Assigned due to: frequent purchase frequency, low spending level, low net spend."
597,Potential Loyalists,"Assigned due to: low spending level, low net spend, strong loyalty."
818,Potential Loyalists,"Assigned due to: strong loyalty, high lifetime value."
1273,Potential Loyalists,"Assigned due to: high spending level, high net spend, strong loyalty."
1677,Potential Loyalists,"Assigned due to: high return rate, large order size, strong loyalty."
487,Potential Loyalists,"Assigned due to: strong loyalty, low spending level, low net spend."
681,Potential Loyalists,"Assigned due to: large order size, infrequent purchase frequency, low lifetime value."
416,Potential Loyalists,"Assigned due to: weak loyalty, low income, low spending level."
274,Potential Loyalists,"Assigned due to: small order size, infrequent purchase frequency, low lifetime value."
1472,Potential Loyalists,"Assigned due to: large order size, low spending level, low net spend."
1830,Potential Loyalists,"Assigned due to: high net spend, high spending level, strong loyalty."
1455,Potential Loyalists,"Assigned due to: high net spend, high spending level, weak loyalty."
251,Potential Loyalists,"Assigned due to: strong loyalty, high lifetime value, large order size."
414,Potential Loyalists,"Assigned due to: low return rate, large order size, high income."
1386,Potential Loyalists,"Assigned due to: frequent purchase frequency, low return rate, high net spend."
1308,Potential Loyalists,"Assigned due to: small order size, frequent purchase frequency, low income."
716,Potential Loyalists,"Assigned due to: small order size, frequent purchase frequency."
311,Potential Loyalists,"Assigned due to: high return rate, frequent purchase frequency, high spending level."
927,Potential Loyalists,"Assigned due to: weak loyalty, low income, high spending level."
382,Potential Loyalists,"Assigned due to: low income, weak loyalty, high spending level."
1566,Potential Loyalists,"Assigned due to: low income, weak loyalty, high return rate."
426,Potential Loyalists,"Assigned due to: high net spend, high spending level, low lifetime value."
1875,Potential Loyalists,"Assigned due to: frequent purchase frequency, low net spend, high return rate."
533,Potential Loyalists,"Assigned due to: high income, large order size, low return rate."
753,Potential Loyalists,"Assigned due to: strong loyalty, high spending level, high net spend."
766,Potential Loyalists,"Assigned due to: high spending level, high net spend, weak loyalty."
1357,Potential Loyalists,"Assigned due to: high lifetime value, low spending level, low net spend."
409,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, low income."
1615,Potential Loyalists,"Assigned due to: high net spend, high spending level, weak loyalty."
695,Potential Loyalists,"Assigned due to: high income, small order size, low lifetime value."
